,gender_Gender queer or gender fluid,gender_Man,gender_Non-binary or not exclusively man or woman,gender_Woman,sex_assigned_at_birth_Female,sex_assigned_at_birth_Male,sex_assigned_at_birth_Prefer not to say,race_ethnicity_African-American/Black,race_ethnicity_Asian,race_ethnicity_Caucasian/White,"race_ethnicity_Caucasian/White,African-American/Black","race_ethnicity_Caucasian/White,American Indian/Alaska National","race_ethnicity_Caucasian/White,Asian",handedness_Both,handedness_Left,handedness_Right,occupation_Architecture/Engineering,occupation_Building/Ground Cleaning and Maintenance,occupation_Caretaking/Stay at Home Parent,occupation_Community and Social Services,occupation_Computer/Mathematical,occupation_Construction,"occupation_Education, Training, Library",occupation_Farming/Fishing/Forestry,occupation_Food Preparation/Serving,occupation_Healthcare/Medical,occupation_Installation/Maintenance/Repair,occupation_Legal,occupation_Office and Administrative Support,occupation_Sales/Marketing,occupation_Student,occupation_Transportation,occupation_Unemployed,driving_time_30 minutes or less,driving_time_30-60 minutes,driving_time_60+ minutes,sun_exposure_1 hour,sun_exposure_2 hours,sun_exposure_3 hours,sun_exposure_4 hours,sun_exposure_5+ hours,sun_exposure_less than 30 minutes,sunscreen_use_Almost always,sunscreen_use_Never,sunscreen_use_Rarely,sunscreen_use_Sometimes,"region_Midwest (ND, SD, NE, KS, MN, IA, MO, WI, IL, IN, MI, OH)","region_Noncontiguous (HI, AK)","region_Northeast (PA, NY, NJ, RI, CT, MA, VT, NH, ME)",region_Other,"region_Pacific (WA, OR, CA)","region_Rocky Mountains (ID, MT, WY, NV, UT, CO)","region_Southeast (AR, LA, MS, TN, KY, WV, VA, NC, SC, GA, AL, FL, DL, MD, DC)","region_Southwest (AZ, NM, TX, OK)",relative_redness_std,GLCM_SumEntropy_Mean_wrinkles_pyfeats,skin_folds_hessian,correlation_scikit,lbp_6,lbp_5,lbp_4,lbp_3,Age
10,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,90.66289048556602,7.19957959966804,146808,0.7441813212924383,0.0257101040004479,0.0433585985834663,0.0400203355519162,0.0215840515733042,90
11,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,92.64627944536149,7.001395811943302,160889,0.6136363135466607,0.0273467025699168,0.0480681663097337,0.0443035303113014,0.0239175659975924,95
12,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,86.41782928770951,6.159564549875165,140002,0.5463322525579044,0.0238565462193107,0.0387393576257663,0.0293886780535259,0.0158238063744016,30
13,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,84.25852672150106,7.547696218337068,141654,0.6733577702599004,0.0360738431174939,0.0643356236527532,0.0557351155482769,0.0295374000937823,90
14,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,82.75898893760663,7.232555939564907,130119,0.7065176351206697,0.0240386213641835,0.0415967891786344,0.0384980123736737,0.0214329237353377,90
15,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,83.77836329769445,7.779128721650169,159350,0.7598616597413053,0.0288214565661655,0.0502664092900534,0.0464661237437361,0.0251881552518126,90
16,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,88.29720230616351,6.643879069750645,156231,0.5445802524507313,0.0436066144564821,0.0719055755018056,0.0572774505892892,0.0317114757425604,80
17,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,92.51639604092276,7.173341557152507,139281,0.7260704220387622,0.0343564316158562,0.0545272957434002,0.0488364906147644,0.0292514382296128,90
18,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,87.06802383037657,7.09620074663861,145275,0.6611995457556092,0.0384924352971641,0.0682542307046275,0.0560037994107107,0.0287211785434338,95
19,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,61.85556376179972,7.858968862230094,317597,0.9438323062461986,0.0137647989365499,0.019310627414546,0.0176386526832955,0.0119601225907029,45
20,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,82.99236475790771,6.711671124249982,178055,0.946669646438791,0.0145719167296548,0.0182456518487024,0.0164624636505836,0.0130616772171831,25
21,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,78.75210023133853,7.138327857696304,152560,0.9625177402240244,0.0118734318573108,0.0144571765820525,0.0133320013962375,0.0106500837217603,0
22,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,78.16995607871843,7.441073672060059,139548,0.9659774411659668,0.0148638930880994,0.0215034026727975,0.0199177085957839,0.0127735556027966,65
23,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,87.66274318689507,7.151550276464276,195157,0.9251827583286826,0.0158159328546233,0.0230362785546317,0.0209242888899386,0.013903159643487,50
24,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,75.90000584396084,7.369836424312849,182609,0.9647169079219802,0.0140457851736373,0.017840657675107,0.0165250417296548,0.012536775898631,35
25,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,53.1097009340825,8.029357718714678,481942,0.9301680844510672,0.0130537216815738,0.0176505449787939,0.0160899477460737,0.0110375265075165,35
26,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,88.66704002900848,6.664222962583539,149313,0.9309810521000572,0.0129280734284454,0.0169539025100781,0.0155532361478542,0.0116617489974384,25
27,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,70.50075563162898,7.699239597088582,348580,0.956021471005373,0.0108591420750398,0.0145122912205005,0.0133922010162089,0.0097774352796674,25
28,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,81.55379614940385,6.8968426248976655,166826,0.9471662187155628,0.0126908836451247,0.0163920940675652,0.0146134167401528,0.0110752537897875,25
29,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,88.38968366565675,6.957261865463357,174984,0.9397520899214616,0.01543193473377,0.0212403779027042,0.0187753921012849,0.0135066951163181,20
30,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,86.54074830799598,6.638074637871137,166890,0.9027339529688884,0.0138202416383219,0.0195962885540018,0.0180334768938439,0.0123959547167632,30
31,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,65.69232317979619,7.752316725768021,165566,0.7531837060454807,0.0227464892850144,0.0352710721634332,0.0313433886929257,0.0182575988214215,30
32,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,74.73239417731595,7.70109300891988,263900,0.9558214795383996,0.0168850092120181,0.0230564544490635,0.021508815717645,0.0156897104906777,30
33,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,93.21485845750712,6.859645337403509,180093,0.6361924903483268,0.025930343845357,0.038445084824053,0.0334111718246969,0.0205810526371042,30
34,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,89.6750467756703,6.7441775192815445,166477,0.9478790183410328,0.01603917994667,0.0196474664325606,0.0174896299183253,0.0133871160346854,30
35,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,92.6969727228814,6.772147512132944,154389,0.7363326786006156,0.0179457199546485,0.0263002899204949,0.0228070716455306,0.0150424688908485,35
36,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,95.38224526322858,6.864175394033719,171182,0.9425769032644838,0.0156979120737801,0.019890315308222,0.0179895164084152,0.0137677515064667,30
37,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,97.21157403320414,6.876068536338753,160715,0.7436802915514856,0.0260998432294728,0.0396971931776825,0.0354038284552504,0.0216579751756669,35
38,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,89.6750467756703,6.7441775192815445,166477,0.9478790183410328,0.01603917994667,0.0196474664325606,0.0174896299183253,0.0133871160346854,30
39,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,94.11833986303024,6.956336029589992,237506,0.9153883040291512,0.0185968436371462,0.0255485874905517,0.023558309319098,0.0165743332441001,30
40,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,95.3235000396441,6.899260544112258,164811,0.5977588002156357,0.0263816496248705,0.042974764494275,0.0366824005836902,0.0214956931846812,40
41,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,77.59676282981854,6.65327252291687,139513,0.6455658610315035,0.0263368143039108,0.0446747886397357,0.0370989316508496,0.0202007178900366,65
42,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,90.03231262195331,7.180125235709965,156125,0.7850831571809441,0.0172386341367822,0.0282405657736345,0.0249816940665154,0.0142801590800929,40
43,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,78.42058742738155,7.332321987064663,144756,0.7217709820178628,0.0318227985638699,0.0559095358822541,0.0478064811315472,0.0248429232804232,65
44,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,83.62741052159991,7.755815028018739,137224,0.7948413219689202,0.0289502760980935,0.0485962389070854,0.0435247079798997,0.0234871469163797,75
45,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,70.02007215742707,7.250659979955124,130123,0.8169789673673249,0.0274063007404607,0.0493643445032333,0.0426998474286834,0.0214717445620223,70
46,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,92.63271224077891,6.091982076118391,152850,0.50795655787917,0.0222066064079952,0.0389425381778225,0.0284610243274264,0.0148398351109991,35
47,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,83.39444193393197,6.757919574822072,130626,0.7192009250122199,0.0309581329959967,0.0564030524761344,0.0464613121483161,0.0233537344979143,60
48,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,87.4150897010867,7.473647295563976,141799,0.8624382878095378,0.0227819201240166,0.0395396134276756,0.0356543594804176,0.0191316688712522,65
49,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,71.69178011076399,6.657712782914918,116647,0.7728531512183017,0.0233765895761596,0.0376069923854315,0.0307724491545589,0.0169075088883289,40
50,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,89.84911299751754,6.349222326305314,143822,0.5870951456805468,0.0248609667632485,0.0395564540116458,0.0316413795456454,0.017336834425128,25
51,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,77.33025376794511,7.19023597023695,146482,0.7545923254594045,0.03369100984015,0.0589744128103916,0.0500359994820973,0.0249263607191847,80
52,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,93.95783812949648,6.807043814961812,144809,0.5724694351793896,0.0257146968869852,0.0409115742490411,0.0335980585649897,0.0201947033957616,55
53,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,87.39587973985716,6.907687015021036,133965,0.6820955934447507,0.0286834512611629,0.04777706478682,0.0394220574032082,0.022076802686095,45
54,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,85.45287348864646,7.428655148622245,144276,0.7051887991880085,0.029647848079561,0.0529430779513451,0.0469733096427871,0.0246443356149043,85
55,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,76.49298948760813,7.244421037356876,136889,0.598185679928527,0.0308391553637916,0.0610741274390414,0.0533535945242294,0.0252102448489683,80
56,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,87.01035102612234,6.570161561063721,146144,0.5547192090067858,0.0202497086797682,0.0332544669102208,0.0280405565003779,0.0165381095853979,35
57,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,86.76502659971527,7.115994403623168,146097,0.6980986908004135,0.0175721651829456,0.0265794718092998,0.0237880903390162,0.0148690327468435,20
58,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,82.81625569814632,7.037292044870088,156433,0.6981190265495101,0.0223603587525545,0.0348733500601886,0.0284121428921362,0.0161652109403432,25
59,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,80.52918871796203,6.375053199292066,135184,0.6470442634267151,0.0227993074801937,0.0362538405279807,0.0292710126746171,0.0162148578567229,25
60,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,80.02445976138056,6.919073557779555,141345,0.6131290684710977,0.0234202219982643,0.0399119653005235,0.0344354948769631,0.0182918267615688,75
61,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,84.11027761067896,7.296081438978988,142283,0.8071105038634745,0.0171725840541978,0.028001954382576,0.0251237454858486,0.0150214728381064,45
62,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,76.20716242706676,7.507494535589179,187108,0.8915758434980819,0.0222491726242966,0.0400411949116066,0.035515233292391,0.0192712598156546,60
63,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,93.91109357707906,6.959064030235586,153635,0.6836536819599616,0.0310307443450631,0.0529347670138014,0.0463265874765544,0.0251943884549704,70
64,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,98.26832425996852,7.190811669005191,166572,0.7289093812004106,0.0255279195011337,0.0407801302105204,0.0356902277371854,0.0210500738361188,30
65,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,80.36819451963181,6.989237747997303,121474,0.6549492824070295,0.0240575396825396,0.043449581478682,0.0349983421866689,0.017827835866857,85
66,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,72.7987380383348,6.838007414114922,121650,0.9056809286069772,0.0276905129335684,0.0559338125682371,0.045882499090171,0.0221269963746815,65
67,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,98.08154251182172,7.075450486717013,137096,0.8788783948176325,0.022833863483665,0.0347147861202094,0.0313919420648918,0.0200472936088015,35
68,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,76.14321454516312,7.160397476758234,108965,0.8077267264315708,0.0294109863595644,0.0513632343369446,0.0443830309901738,0.0236251522213823,50
